value,type,first_seen,last_seen,status,confidence,n_sources,stories
claude.ai,domain,2026-05-08,2026-07-27,active,corroborated,7,claude-ai-shared-chats-surfaced-in-google-search-results;claude-chrome-extension-vulnerability-partial-fix-bypassable-by;claude-for-chrome-manifold-security-confirms-flaw-still-exploita;claude-for-chrome-unpatched-flaw-lets-rogue-extensions-read-gmai;claudebleed-claude-chrome-extension-takeover-via-zero-permission;fakeagent-campaign-fake-claude-app-via-bing-ads-delivers-sectopr;macos-malvertising-via-google-ads-and-claude-ai-shared-chats-del
www.securityweek.com,domain,2026-07-20,2026-08-04,active,corroborated,6,breach-disclosures-carecloud-350-000-healthcare-records-analog-d;breach-disclosures-madera-community-hospital-150-810-river-bank;ernst-young-data-breach-tax-client-personal-and-financial-data-c;m-a-okta-acquires-permiso-bank-of-america-acquires-mdsec;wp2shell-wordpress-pre-auth-rce-chain-actively-exploited;zimbra-collaboration-suite-10-1-20-critical-command-injection-xs
www.bleepingcomputer.com,domain,2026-07-20,2026-07-31,active,corroborated,5,also-notable;breach-disclosures-carecloud-350-000-healthcare-records-analog-d;est-e-lauder-data-breach-via-oracle-e-business-suite-flaw-cve-20;hellonet-vipnet-update-mechanism-abused-against-russian-governme;windows-legacyhive-zero-day-privilege-escalation-on-fully-patche
crates.io,domain,2026-05-25,2026-08-11,active,corroborated,4,github-expands-dependabot-malware-alerts-to-eight-package-ecosys;four-credential-harvesting-campaigns-hit-open-source-ecosystems;trapdoor-cross-ecosystem-supply-chain-campaign-34-packages-acros;trapdoor-supply-chain-campaign-34-malicious-packages-across-npm
mshta.exe,domain,2026-05-07,2026-08-05,active,corroborated,4,fake-claude-ai-installer-installfix-campaign-distributes-espiona;microsoft-defender-adds-autonomous-device-isolation-stops-qnet-r;microsoft-warns-of-acr-stealer-surge-clickfix-webdav-mshta-deliv;sidecopy-targets-afghanistan-ministry-of-finance-with-xenorat-dr
wordpress.org,domain,2026-04-30,2026-08-10,active,corroborated,4,bdthemes-wordpress-supply-chain-attack-creates-rogue-admins-and;bdthemes-supply-chain-poisoning-adds-webshells-and-stealth-backd;shapedplugin-wordpress-supply-chain-attack-build-pipeline-compro;wordpress-quick-page-post-redirect-plugin-backdoor-dormant-on-70
asp.net,domain,2026-05-06,2026-06-06,expired,corroborated,3,cve-2026-5426-knowledgedeliver-zero-day-exploited-for-godzilla-w;iran-linked-operators-breach-11-omani-government-entities-via-ex;op-512-china-linked-cluster-deploys-custom-aspx-ashx-web-shell-f
binding.gyp,domain,2026-06-05,2026-06-26,expired,corroborated,3,miasma-returns-leo-platform-npm-compromise-23-malicious-packages;npm-12-set-for-july-release-script-execution-blocked-by-default;triple-npm-supply-chain-onslaught-ironworm-phantom-gyp-miasma-an
claude.md,domain,2026-05-25,2026-06-04,expired,corroborated,3,four-credential-harvesting-campaigns-hit-open-source-ecosystems;trapdoor-cross-ecosystem-supply-chain-campaign-34-packages-acros;trapdoor-supply-chain-campaign-34-malicious-packages-across-npm
databreaches.net,domain,2026-06-08,2026-08-11,active,corroborated,3,stolen-change-healthcare-data-gets-new-handling-rules-in-court-o;cisa-advisory-stopransomware-gunra-ransomware;ex-ibm-threat-intel-executive-alleges-ibm-and-at-t-hid-nation-st
horizon3.ai,domain,2026-06-09,2026-07-30,active,corroborated,3,badhost-cve-2026-48710-starlette-host-header-injection-bypasses;cisco-secure-fmc-zero-day-cve-2026-20316-added-to-cisa-kev-activ;simplehelp-cve-2026-48558-critical-flaw-allows-unauthenticated-t
malware-traffic-analysis.net,domain,2026-08-09,2026-08-11,active,corroborated,3,2026-08-10-lumma-stealer-or-variant;2026-08-06-remcos-rat-7-2-5-pro-infection;2026-08-07-seven-days-of-scans-and-probes-and-web-traffic-hittin
ml.cloud,domain,2026-07-15,2026-07-17,active,corroborated,3,russian-bulletproof-hosting-operators-u-s-indictment-unsealed-ag;u-s-charges-russian-bulletproof-hosting-operators-62m-in-damages;u-s-charges-russian-individuals-and-firms-for-running-cybercrime
os.system,domain,2026-06-01,2026-06-12,expired,corroborated,3,langgraph-checkpointer-rce-chain-sqli-msgpack-deserialization-in;langgraph-checkpointing-rce-ghsa-wwqv-p2pp-99h55-jsonplusseriali;zapocalypse-five-known-anti-patterns-chained-into-full-zapier-ac
settings.json,domain,2026-05-26,2026-07-22,active,corroborated,3,angular-language-service-vs-code-extension-rce-two-attack-vector;miasma-worm-hits-73-microsoft-github-repositories-supply-chain-a;tenable-ai-coding-assistant-config-files-are-the-new-supply-chai
wscript.exe,domain,2026-06-03,2026-07-28,active,corroborated,3,js-monoglyphrat-new-javascript-backdoor-via-fake-purchase-orders;medusahvnc-malware-sold-as-maas-uses-hidden-windows-desktops-for;whatsapp-phishing-campaign-abuses-compromised-accounts-installs
agents.md,domain,2026-07-11,2026-08-07,active,corroborated,2,zero-privilege-rce-in-anthropic-google-and-openai-coding-agents;ghostcommit-prompt-injection-hidden-in-png-images-steals-reposit
any.run,domain,2026-08-10,2026-08-11,active,corroborated,2,supply-chain-security-how-any-run-helps-us-and-eu-enterprises-pr;smile-you-re-on-camera-part-2-hiring-lazarus-apt-s-it-workers-in
appwiz.cpl,domain,2026-06-18,2026-08-07,active,corroborated,2,patchwork-apt-runs-fake-pdf-shortcut-chains-and-android-spyware;dropping-elephant-deploys-heavily-reworked-in-memory-rat-rapid7
build.rs,domain,2026-05-25,2026-06-02,expired,corroborated,2,trapdoor-cross-ecosystem-supply-chain-campaign-34-packages-acros;trapdoor-supply-chain-campaign-34-malicious-packages-across-npm
cifs.spnego,domain,2026-05-31,2026-06-02,expired,corroborated,2,aspm-19-year-old-linux-kernel-cifs-lpe-cifswitch-disclosure-cont;cifswitch-19-year-old-linux-kernel-privilege-escalation-gives-ro
claude.json,domain,2026-05-08,2026-05-16,expired,corroborated,2,claude-code-oauth-tokens-stealable-via-stealthy-mcp-hijacking-an;shai-hulud-supply-chain-worm-source-code-fully-released-a-gift-f
conhost.exe,domain,2026-05-24,2026-05-28,expired,corroborated,2,miniplasma-detection-rules-have-a-process-cloning-blind-spot-ade;pirates-in-the-crosshairs-40m-monthly-pirate-site-visitors-infec
event.istrusted,domain,2026-07-15,2026-07-17,active,corroborated,2,claude-for-chrome-manifold-security-confirms-flaw-still-exploita;claude-for-chrome-unpatched-flaw-lets-rogue-extensions-read-gmai
explorer.exe,domain,2026-05-07,2026-05-28,expired,corroborated,2,pirates-in-the-crosshairs-40m-monthly-pirate-site-visitors-infec;uat-8302-china-linked-apt-targets-south-american-and-european-go
fondue.exe,domain,2026-06-18,2026-08-07,active,corroborated,2,patchwork-apt-runs-fake-pdf-shortcut-chains-and-android-spyware;dropping-elephant-deploys-heavily-reworked-in-memory-rat-rapid7
gitlab.com,domain,2026-06-12,2026-07-30,active,corroborated,2,criminal-ai-as-a-service-in-2026-underground-market-shifts-from;gitlab-fixes-13-security-flaws-patch-versions-released-july-29
huggingface.co,domain,2026-07-20,2026-08-10,revoked,corroborated,2,the-hugging-face-hack-was-cheap-persistence-at-work;hugging-face-breach-driven-end-to-end-by-autonomous-ai-agent
hunt.io,domain,2026-05-23,2026-07-25,active,corroborated,2,hermes-ai-agent-used-to-automate-post-exploitation-in-thai-finan;middle-east-telecoms-host-1-357-c2-servers-hunt-io-report-finds
isc.sans.edu,domain,2026-08-10,2026-08-11,active,corroborated,2,isc-stormcast-for-tuesday-august-11th-2026-https-isc-sans-edu-po;isc-stormcast-for-monday-august-10th-2026-https-isc-sans-edu-pod
master.key,domain,2026-05-23,2026-07-31,active,corroborated,2,laravel-lang-supply-chain-attack-compromises-700-package-version;ruby-on-rails-active-storage-flaw-cve-2026-66066-cvss-9-5-unauth
next.js,domain,2026-05-08,2026-05-08,expired,corroborated,2,next-js-critical-vulnerability-cluster-middleware-auth-bypasses;pcpjack-worm-targets-docker-kubernetes-redis-and-mongodb-likely
node.exe,domain,2026-05-27,2026-08-10,active,corroborated,2,interlock-ransomware-weaponizes-forensic-tools-for-credential-th;seedworm-muddywater-expands-global-espionage-abuses-signed-forte
package.json,domain,2026-06-08,2026-06-14,expired,corroborated,2,miasma-worm-hits-73-microsoft-github-repositories-supply-chain-a;npm-12-set-for-july-release-script-execution-blocked-by-default
regasm.exe,domain,2026-05-15,2026-05-28,expired,corroborated,2,cloudz-rat-pheno-plugin-steals-otps-via-windows-phone-link-abuse;gpu-mining-malware-spreads-via-seo-poisoning-and-ai-chatbot-reco
requirements.txt,domain,2026-06-27,2026-07-01,expired,corroborated,2,ai-coding-agents-weaponized-clean-github-repo-delivers-reverse-s;operation-navy-ghost-trojanized-pypi-packages-target-telegram-bo
rundll32.exe,domain,2026-07-19,2026-07-21,active,corroborated,2,microsoft-warns-of-acr-stealer-surge-clickfix-webdav-mshta-deliv;rapid7-exposed-webdav-malware-delivery-lab-shows-ai-driven-adver
s2.adform.net,domain,2026-07-31,2026-08-01,active,corroborated,2,adform-ad-network-compromised-to-swap-crypto-wallet-addresses-in;adform-confirms-supply-chain-compromise-crypto-stealing-script-r
setup.pth,domain,2026-06-09,2026-06-10,expired,corroborated,2,shai-hulud-pypi-supply-chain-expands-19-bioinformatics-packages;shai-hulud-supply-chain-campaign-escalates-100-packages-471-mali
trackpoint-async.js,domain,2026-07-31,2026-08-01,active,corroborated,2,adform-ad-network-compromised-to-swap-crypto-wallet-addresses-in;adform-confirms-supply-chain-compromise-crypto-stealing-script-r
wp-config.php,domain,2026-05-16,2026-07-22,active,corroborated,2,avada-builder-wordpress-plugin-arbitrary-file-read-sql-injection;wp2shell-cisa-adds-to-kev-wiz-details-webshell-installation-at-s
www.rapid7.com,domain,2026-07-20,2026-07-21,active,corroborated,2,rapid7-exposed-webdav-malware-delivery-lab-shows-ai-driven-adver;wp2shell-wordpress-pre-auth-rce-chain-actively-exploited
www.security.com,domain,2026-08-10,2026-08-11,active,corroborated,2,frontier-ai-just-made-the-race-to-patch-vulns-that-much-harder;ai-ready-pam-when-your-identity-security-solution-talks-back
www.youtube.com,domain,2026-08-10,2026-08-10,active,corroborated,2,the-threat-hunting-course-i-wish-i-had;vga-mode-13h-vs-glsl-the-same-effect-30-years-apart
0day.click,domain,2026-05-18,2026-05-18,expired,reported,1,claude-code-rce-via-malicious-deeplinks-cve-patched-in-v2-1-118
1rpc.io,domain,2026-05-12,2026-05-12,expired,reported,1,dfir-report-documents-the-gentlemen-ransomware-etherrat-via-bloc
49554fde7424c31c.js,domain,2026-05-22,2026-05-22,expired,reported,1,art-template-npm-package-hijacked-ios-safari-exploit-framework-d
7-zip.org,domain,2026-07-19,2026-07-19,active,reported,1,7-zip-26-02-rce-via-heap-based-buffer-overflow-in-xz-decompressi
access.redhat.com,domain,2026-07-20,2026-07-20,active,reported,1,cve-2026-42533-15-year-old-nginx-heap-overflow-enables-pre-auth
adconnectdump.py,domain,2026-05-07,2026-05-07,expired,reported,1,uat-8302-china-linked-apt-targets-south-american-and-european-go
addssopasskey.com,domain,2026-08-07,2026-08-07,active,reported,1,unc6671-vishing-gang-targets-hedge-funds-blackfile-rebrands-to-r
afd.sys,domain,2026-08-11,2026-08-11,active,reported,1,shattering-the-dream-when-a-job-offer-becomes-a-zero-day-attack
ai2c.army.mil,domain,2026-07-06,2026-07-06,expired,reported,1,us-army-websites-defaced-in-pro-kurdish-404-hijacking-campaign
alliedtelesis.com,domain,2026-08-10,2026-08-10,active,reported,1,everest-ransomware-group-targets-allied-telesis
analysis.abyssos,domain,2026-08-10,2026-08-10,active,reported,1,abyssos-technical-analysis-of-a-new-modular-rat
angular.ng,domain,2026-05-26,2026-05-26,expired,reported,1,angular-language-service-vs-code-extension-rce-two-attack-vector
anmed.org,domain,2026-08-11,2026-08-11,active,reported,1,the-gentlemen-ransomware-attack-on-anmed-health-system
api.anthropic.com,domain,2026-06-09,2026-06-09,expired,reported,1,shai-hulud-pypi-supply-chain-expands-19-bioinformatics-packages
api.sigmative,domain,2026-08-10,2026-08-10,active,reported,1,bdthemes-supply-chain-poisoning-adds-webshells-and-stealth-backd
app.ini,domain,2026-06-09,2026-06-09,expired,reported,1,gogs-patches-critical-zero-day-rce-2-300-exposed-instances-at-ri
app.terraform.io,domain,2026-06-12,2026-06-12,expired,reported,1,criminal-ai-as-a-service-in-2026-underground-market-shifts-from
appearance.storefronts,domain,2026-08-11,2026-08-11,active,reported,1,watch-out-for-fake-tiktok-shops-trying-to-steal-your-money
apple.png,domain,2026-08-10,2026-08-10,active,reported,1,kimsuky-brings-ai-into-operation-gitpower-whisper-transcription
archive.org,domain,2026-08-01,2026-08-01,active,reported,1,adform-confirms-supply-chain-compromise-crypto-stealing-script-r
arcticwolf.com,domain,2026-08-11,2026-08-11,active,reported,1,cyber-resilience-bundle
audit-matrix.md,domain,2026-05-25,2026-05-25,expired,reported,1,trapdoor-supply-chain-campaign-34-malicious-packages-across-npm
auth.log,domain,2026-05-16,2026-05-16,expired,reported,1,cisco-sd-wan-zero-day-cve-2026-20182-6th-exploited-flaw-in-2026
autofstx.exe,domain,2026-05-20,2026-05-20,expired,reported,1,microsoft-issues-yellowkey-cve-2026-45585-mitigations-for-window
autoload.files,domain,2026-05-23,2026-05-23,expired,reported,1,laravel-lang-supply-chain-attack-compromises-700-package-version
avbuffer.free,domain,2026-06-23,2026-06-23,expired,reported,1,ffmpeg-pixelsmash-cve-2026-8461-magicyuv-heap-overflow-enables-r
avk.dll,domain,2026-05-12,2026-05-12,expired,reported,1,fake-claude-website-deploys-beagle-backdoor-via-dll-sideloading
avk.exe,domain,2026-06-03,2026-06-03,expired,reported,1,mustang-panda-china-nexus-deploys-plugx-rat-via-fake-browser-upd
awqhnjewqjkl.icu,domain,2026-08-07,2026-08-07,active,reported,1,chaindrop-npm-worm-rotates-c2-via-ethereum-contract-mints-real-p
baccarat.com,domain,2026-06-24,2026-06-24,expired,reported,1,klue-supply-chain-breach-widens-lastpass-confirms-salesforce-dat
backdoor.mistic,domain,2026-06-25,2026-06-25,expired,reported,1,woodgnat-iab-deploys-mistic-rat-new-backdoor-provides-ransomware
backdoor.turn,domain,2026-06-16,2026-06-16,expired,reported,1,dragonforce-ransomware-abuses-microsoft-teams-turn-relays-for-st
bitwardennewsletter.com,domain,2026-07-15,2026-07-15,active,reported,1,lastpass-and-bitwarden-users-targeted-with-fake-security-alert-p
blog.alphahunt.io,domain,2026-07-22,2026-07-22,active,reported,1,csirt-gadgets-patching-a-kev-does-not-answer-the-incident-questi
bootmgfw.efi,domain,2026-05-12,2026-05-12,expired,reported,1,bitunlocker-bypasses-windows-11-bitlocker-in-under-5-minutes-cve
brainhunter.com,domain,2026-08-10,2026-08-10,active,reported,1,dark-project-ransomware-attack-on-brainhunter-companies
build-spec.png,domain,2026-07-11,2026-07-11,expired,reported,1,ghostcommit-prompt-injection-hidden-in-png-images-steals-reposit
calc.exe,domain,2026-05-28,2026-05-28,expired,reported,1,critical-notepad-vulnerabilities-cve-2026-48778-cve-2026-48800-c
calif.io,domain,2026-06-19,2026-06-19,expired,reported,1,squidbleed-cve-2026-47729-29-year-old-heartbleed-style-bug-leaks
canal1zac1a.onrender.com,domain,2026-06-26,2026-06-26,expired,reported,1,turla-s-stockstay-backdoor-google-exposes-russian-fsb-aligned-ap
capabilities.abyssos,domain,2026-08-10,2026-08-10,active,reported,1,abyssos-technical-analysis-of-a-new-modular-rat
capabilities.although,domain,2026-08-10,2026-08-10,active,reported,1,abyssos-technical-analysis-of-a-new-modular-rat
captive.apple.com,domain,2026-08-01,2026-08-01,active,reported,1,captivecrunch-midnight-blizzard-sub-cluster-weaponizes-hotel-wi
charmap.exe,domain,2026-07-28,2026-07-28,active,reported,1,medusahvnc-malware-sold-as-maas-uses-hidden-windows-desktops-for
ci.yml,domain,2026-05-22,2026-05-22,expired,reported,1,megalodon-automated-campaign-compromises-5-500-github-repositori
claudedesktop.exe,domain,2026-07-24,2026-07-24,active,reported,1,fakeagent-campaign-fake-claude-app-via-bing-ads-delivers-sectopr
cldflt.sys,domain,2026-05-18,2026-05-18,expired,reported,1,windows-miniplasma-zero-day-gives-system-on-fully-patched-window
clfs.sys,domain,2026-05-17,2026-05-17,expired,reported,1,microsoft-mdash-multi-model-agentic-security-system-with-100-ai
clinicaavellaneda.com.ar,domain,2026-05-17,2026-05-17,expired,reported,1,qilin-adds-argentine-medical-center-to-victim-list-healthcare-se
cloudfront.net,domain,2026-06-24,2026-06-24,expired,reported,1,payouts-king-iab-deploys-edgecution-malware-via-malicious-micros
clrjit.dll,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
cmd.exe,domain,2026-06-17,2026-06-17,expired,reported,1,rogueplanet-cve-2026-50656-microsoft-assigns-cve-working-on-defe
coldcardcompliance.com,domain,2026-08-06,2026-08-06,active,reported,1,coldcard-fear-baiting-phishing-pushes-screenconnect-rat-fake-sec
com.apple.crashreporter.helper,domain,2026-07-14,2026-07-14,active,reported,1,crashstealer-macos-infostealer-impersonates-apple-crash-reporter
com.apple.system.services.activity,domain,2026-06-24,2026-06-24,expired,reported,1,macos-gaslight-rust-backdoor-weaponizes-prompt-injection-against
commands.anti,domain,2026-08-10,2026-08-10,active,reported,1,abyssos-technical-analysis-of-a-new-modular-rat
communication.abyssos,domain,2026-08-10,2026-08-10,active,reported,1,abyssos-technical-analysis-of-a-new-modular-rat
computerdefaults.exe,domain,2026-05-11,2026-05-11,expired,reported,1,weaponized-jpeg-drops-trojanized-screenconnect-with-credential-p
comsvcs.dll,domain,2026-05-12,2026-05-12,expired,reported,1,dfir-report-documents-the-gentlemen-ransomware-etherrat-via-bloc
config.xml,domain,2026-05-28,2026-05-28,expired,reported,1,critical-notepad-vulnerabilities-cve-2026-48778-cve-2026-48800-c
configurationremotingserver.exe,domain,2026-06-13,2026-06-13,expired,reported,1,winget-dsc-self-referencing-lnk-attack-bypasses-smartscreen-and
connectivityservice.java,domain,2026-05-16,2026-05-16,expired,reported,1,android-16-vpn-bypass-real-ip-leak-via-quic-teardown-feature-goo
context.ai,domain,2026-04-29,2026-04-29,expired,reported,1,vercel-breach-demonstrates-shadow-ai-oauth-risk-third-party-app
conthehost.exe,domain,2026-05-24,2026-05-24,expired,reported,1,miniplasma-detection-rules-have-a-process-cloning-blind-spot-ade
cookies.json,domain,2026-08-11,2026-08-11,active,reported,1,abyssos-rat-hijacks-browser-sessions-steals-credentials-and-give
cryptbase.dll,domain,2026-06-06,2026-06-06,expired,reported,1,stx-rat-supply-chain-campaign-expands-11-trojanized-packages-inc
cryptohox.com,domain,2026-07-24,2026-07-24,active,reported,1,first-ever-exploitation-of-ptc-windchill-vulnerability-cve-2026
csc.exe,domain,2026-05-11,2026-05-11,expired,reported,1,weaponized-jpeg-drops-trojanized-screenconnect-with-credential-p
curl.exe,domain,2026-07-24,2026-07-24,active,reported,1,asec-june-2026-apt-attack-report-south-korea
cve-2026-20230-test.txt,domain,2026-06-24,2026-06-24,expired,reported,1,cisco-unified-cm-cve-2026-20230-critical-ssrf-with-public-poc-we
cybersecuritynews.com,domain,2026-07-20,2026-07-20,active,reported,1,cve-2026-42533-15-year-old-nginx-heap-overflow-enables-pre-auth
d1jp293q9tvi92.cloudfront,domain,2026-06-24,2026-06-24,expired,reported,1,payouts-king-iab-deploys-edgecution-malware-via-malicious-micros
d2g6dl71gua1qa.cloudfront,domain,2026-06-24,2026-06-24,expired,reported,1,payouts-king-iab-deploys-edgecution-malware-via-malicious-micros
d3nh8sl98s2554.cloudfront,domain,2026-06-24,2026-06-24,expired,reported,1,payouts-king-iab-deploys-edgecution-malware-via-malicious-micros
database.sqlite,domain,2026-08-05,2026-08-05,active,reported,1,gitguardian-n8n-s-n8n-encryption-key-is-a-single-point-of-failur
datahub.ink,domain,2026-05-30,2026-05-30,expired,reported,1,jinx-0164-financially-motivated-group-uses-linkedin-lures-and-cu
db.dll,domain,2026-07-08,2026-07-08,expired,reported,1,cavern-manticore-iran-mois-deploys-modular-cavern-c2-framework-a
dead.letter,domain,2026-05-15,2026-05-15,expired,reported,1,exim-dead-letter-unauthenticated-rce-in-internet-facing-mail-ser
debugchromium.exe,domain,2026-05-23,2026-05-23,expired,reported,1,laravel-lang-supply-chain-attack-compromises-700-package-version
disable-algif-aead.conf,domain,2026-04-30,2026-05-02,expired,reported,1,linux-kernel-copy-fail-zero-day-cve-2026-31431-grants-unprivileg
disable-algif.conf,domain,2026-06-07,2026-06-07,expired,reported,1,linux-kernel-copy-fail-zero-day-cve-2026-31431-grants-unprivileg
discsoftbusservicelite.exe,domain,2026-05-06,2026-05-06,expired,reported,1,daemon-tools-trojanized-in-active-supply-chain-attack-digitally
dockerdesktop.exe,domain,2026-07-24,2026-07-24,active,reported,1,fakeagent-campaign-fake-claude-app-via-bing-ads-delivers-sectopr
docx.lnk,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
dorenzaa.com,domain,2026-08-09,2026-08-09,active,reported,1,multi-stage-powershell-loader-distributes-via-vercel-hosted-payl
driverx86-adobe.onrender.com,domain,2026-06-26,2026-06-26,expired,reported,1,turla-s-stockstay-backdoor-google-exposes-russian-fsb-aligned-ap
dthelper.exe,domain,2026-05-06,2026-05-06,expired,reported,1,daemon-tools-trojanized-in-active-supply-chain-attack-digitally
dtshellhlp.exe,domain,2026-05-06,2026-05-06,expired,reported,1,daemon-tools-trojanized-in-active-supply-chain-attack-digitally
email-deployment-process-system.zip,domain,2026-05-04,2026-05-04,expired,reported,1,microsoft-teams-phishing-campaign-achieves-72-success-rate-throu
emer-run.php,domain,2026-08-10,2026-08-10,active,reported,1,bdthemes-supply-chain-poisoning-adds-webshells-and-stealth-backd
eth.llamarpc.com,domain,2026-05-19,2026-05-19,expired,reported,1,april-2026-infostealer-trend-report-lummac2-dominates-remus-uses
eventvwr.exe,domain,2026-06-22,2026-06-22,expired,reported,1,multi-stage-steganographic-campaign-delivers-remcos-rat-and-dive
evernote.zip,domain,2026-07-24,2026-07-24,active,reported,1,uac-0099-abuses-notepad-plugins-for-sandworm-initial-access
exe.config,domain,2026-06-26,2026-06-26,expired,reported,1,cl-sta-1062-chinese-speaking-apt-targets-southeast-asian-governm
express.js,domain,2026-04-30,2026-04-30,expired,reported,1,qinglong-task-scheduler-auth-bypass-cve-2026-3965-cve-2026-4047
extension.js,domain,2026-08-05,2026-08-05,active,reported,1,77-evil-twin-open-vsx-extensions-harvest-developer-metadata-shar
extension.tilda,domain,2026-06-30,2026-06-30,revoked,reported,1,perplexity-ai-impersonation-chromium-extension-intercepts-and-lo
f.js,domain,2026-06-04,2026-06-04,expired,reported,1,lazarus-group-npm-brandjacking-campaign-dozens-of-malicious-pack
fifa-com.vip,domain,2026-05-23,2026-05-23,expired,reported,1,world-cup-phishing-accelerates-222-domains-203-ips-4-attacker-cl
fifa.com,domain,2026-05-23,2026-05-23,expired,reported,1,world-cup-phishing-accelerates-222-domains-203-ips-4-attacker-cl
fisglobal.com,domain,2026-08-10,2026-08-10,active,reported,1,clop-ransomware-targets-fis-global
fleetfleet.yaml,domain,2026-05-08,2026-05-08,expired,reported,1,rancher-fleet-cve-2026-41050-multi-tenant-isolation-bypass-yield
flippercode.com,domain,2026-06-01,2026-06-01,expired,reported,1,cve-2026-8732-wp-maps-pro-bug-exploited-to-create-admin-accounts
fmapp.dll,domain,2026-05-14,2026-05-27,expired,reported,1,seedworm-muddywater-expands-global-espionage-abuses-signed-forte
fmapp.exe,domain,2026-05-14,2026-05-27,expired,reported,1,seedworm-muddywater-expands-global-espionage-abuses-signed-forte
fmt.sprintf,domain,2026-06-06,2026-06-06,expired,reported,1,unifi-os-critical-chain-three-cvss-10-0-vulnerabilities-enable-u
fortitray.exe,domain,2026-05-28,2026-05-28,expired,reported,1,forticlient-ems-zero-day-cve-2026-35616-exploited-to-deliver-ekz
game.exe,domain,2026-05-07,2026-05-07,expired,reported,1,muddywater-iran-mois-uses-chaos-ransomware-as-false-flag-for-esp
get-command.php,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
gfn.am,domain,2026-05-09,2026-05-09,expired,reported,1,nvidia-confirms-geforce-now-data-breach-via-armenian-partner-lim
git-tanstack.com,domain,2026-05-16,2026-05-16,expired,reported,1,shai-hulud-supply-chain-worm-source-code-fully-released-a-gift-f
git.exe,domain,2026-07-16,2026-07-16,active,reported,1,unpatched-cursor-vulnerability-automatic-code-execution-via-mali
github.dev,domain,2026-06-03,2026-06-03,expired,reported,1,vs-code-zero-day-leaks-github-oauth-tokens-via-single-click-publ
gname.com,domain,2026-05-23,2026-05-23,expired,reported,1,world-cup-phishing-accelerates-222-domains-203-ips-4-attacker-cl
go.id,domain,2026-06-15,2026-06-15,expired,reported,1,ransomware-activity-surge-dragonforce-3-uae-hotel-targets-qilin
go.mod,domain,2026-05-20,2026-05-20,expired,reported,1,single-letter-go-module-typosquat-operated-for-6-years-before-dr
go.sum,domain,2026-05-20,2026-05-20,expired,reported,1,single-letter-go-module-typosquat-operated-for-6-years-before-dr
googleservice.dll,domain,2026-08-11,2026-08-11,active,reported,1,project-cav3rn-continues-google-apps-script-as-c2-relay-and-dns
grape.exe,domain,2026-08-09,2026-08-09,active,reported,1,multi-stage-powershell-loader-distributes-via-vercel-hosted-payl
grupopremier.com.mx,domain,2026-06-01,2026-06-01,expired,reported,1,thegentlemen-ransomware-adds-mexican-agribusiness-victim-grupo-p
heise.de,domain,2026-05-31,2026-05-31,expired,reported,1,microsoft-edge-loads-all-saved-passwords-in-plaintext-ram-resear
helper-beeps.solidity,domain,2026-08-10,2026-08-10,active,reported,1,malicious-vs-code-extension-drops-detached-python-payload-outsid
helpers.php,domain,2026-05-23,2026-05-23,expired,reported,1,laravel-lang-supply-chain-attack-compromises-700-package-version
history.replacestate,domain,2026-05-25,2026-05-25,expired,reported,1,cypherloc-scareware-campaign-2-8m-attacks-this-year-using-encryp
holamonitorservice.exe,domain,2026-06-05,2026-06-05,expired,reported,1,hola-browser-supply-chain-compromise-cryptominer-delivered-to-wi
http.sys,domain,2026-06-10,2026-06-10,expired,reported,1,microsoft-record-patch-tuesday-206-vulnerabilities-fixed-includi
http.title,domain,2026-05-29,2026-05-29,expired,reported,1,gogs-zero-day-cvss-9-4-unpatched-argument-injection-enables-auth
iassvc.dll,domain,2026-05-23,2026-05-23,expired,reported,1,lazarus-remotepe-memory-resident-rat-that-never-touches-disk-tar
icsecurity.com,domain,2026-06-20,2026-06-20,expired,reported,1,shinyhunters-claims-ic-security-breach-2-7m-records-threatened-f
impersonate.go,domain,2026-08-11,2026-08-11,active,reported,1,critical-rancher-flaw-lets-authenticated-users-take-over-all-man
index.jsp,domain,2026-06-16,2026-06-16,expired,reported,1,cisco-sd-wan-vmanage-zero-day-cve-2026-20262-patched-after-activ
index.php,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
inspect.sys,domain,2026-06-05,2026-06-05,expired,reported,1,comodo-internet-security-0-day-comodos-remote-ipv6-packet-crashe
installutil.exe,domain,2026-05-28,2026-05-28,expired,reported,1,gpu-mining-malware-spreads-via-seo-poisoning-and-ai-chatbot-reco
ir.dantui,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
ir.infrastructure.core,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
ir.infrastructure.dataservice.core,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
ir.oscarui,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
